redis_key,property_on_sale_id,reservations
property_on_sale_id:67acbdc3ef14e7015bcdf539:reservations_seller,67acbdc3ef14e7015bcdf539,"[{""buyer_id"": ""67af02b84526b90537d33e3a"", ""full_name"": ""Jeffrey Mcdowell"", ""email"": ""jeffreymcdowell@buyer.com"", ""phone"": ""891.405.5778""}, {""buyer_id"": ""67af02c24526b90537d3544e"", ""full_name"": ""Nicole Rosario"", ""email"": ""nicolerosario@buyer.com"", ""phone"": ""545.245.2225x474""}]"
property_on_sale_id:67acbdb7ef14e7015bcde3c3:reservations_seller,67acbdb7ef14e7015bcde3c3,"[{""buyer_id"": ""67af02b84526b90537d33e3b"", ""full_name"": ""Jillian Fuller"", ""email"": ""jillianfuller@buyer.com"", ""phone"": ""+1-475-386-6436x49246""}, {""buyer_id"": ""67af02c14526b90537d35204"", ""full_name"": ""Jason Moreno"", ""email"": ""jasonmoreno@buyer.com"", ""phone"": ""614.440.7170x5263""}]"
property_on_sale_id:67acbdb7ef14e7015bcde3a1:reservations_seller,67acbdb7ef14e7015bcde3a1,"[{""buyer_id"": ""67af02b84526b90537d33e3b"", ""full_name"": ""Jillian Fuller"", ""email"": ""jillianfuller@buyer.com"", ""phone"": ""+1-475-386-6436x49246""}, {""buyer_id"": ""67af02b94526b90537d34092"", ""full_name"": ""Troy Blair"", ""email"": ""troyblair@buyer.com"", ""phone"": ""805-831-0191x5401""}]"
property_on_sale_id:67acbdb8ef14e7015bcde51e:reservations_seller,67acbdb8ef14e7015bcde51e,"[{""buyer_id"": ""67af02b84526b90537d33e3b"", ""full_name"": ""Jillian Fuller"", ""email"": ""jillianfuller@buyer.com"", ""phone"": ""+1-475-386-6436x49246""}]"
property_on_sale_id:67acbdc4ef14e7015bcdf7a6:reservations_seller,67acbdc4ef14e7015bcdf7a6,"[{""buyer_id"": ""67af02b84526b90537d33e3c"", ""full_name"": ""Patricia Martin"", ""email"": ""patriciamartin@buyer.com"", ""phone"": ""(317)441-9804x68491""}, {""buyer_id"": ""67af02c94526b90537d363c3"", ""full_name"": ""Gilbert Jones"", ""email"": ""gilbertjones@buyer.com"", ""phone"": ""456-251-4108x482""}]"
property_on_sale_id:67acbdc3ef14e7015bcdf5d7:reservations_seller,67acbdc3ef14e7015bcdf5d7,"[{""buyer_id"": ""67af02b84526b90537d33e3c"", ""full_name"": ""Patricia Martin"", ""email"": ""patriciamartin@buyer.com"", ""phone"": ""(317)441-9804x68491""}, {""buyer_id"": ""67af02bb4526b90537d344c6"", ""full_name"": ""Brent Oliver"", ""email"": ""brentoliver@buyer.com"", ""phone"": ""227-673-9068""}]"
property_on_sale_id:67acbd9eef14e7015bcdbcf1:reservations_seller,67acbd9eef14e7015bcdbcf1,"[{""buyer_id"": ""67af02b84526b90537d33e3d"", ""full_name"": ""Rachel Coleman"", ""email"": ""rachelcoleman@buyer.com"", ""phone"": ""+1-351-657-7597x94995""}, {""buyer_id"": ""67af02c24526b90537d353e7"", ""full_name"": ""Rebecca Herrera"", ""email"": ""rebeccaherrera@buyer.com"", ""phone"": ""001-768-399-1297x0850""}]"
property_on_sale_id:67acbd9eef14e7015bcdbd69:reservations_seller,67acbd9eef14e7015bcdbd69,"[{""buyer_id"": ""67af02b84526b90537d33e3d"", ""full_name"": ""Rachel Coleman"", ""email"": ""rachelcoleman@buyer.com"", ""phone"": ""+1-351-657-7597x94995""}, {""buyer_id"": ""67af02bd4526b90537d3493a"", ""full_name"": ""Ronnie Wong"", ""email"": ""ronniewong@buyer.com"", ""phone"": ""281-322-6069""}, {""buyer_id"": ""67af02c34526b90537d35787"", ""full_name"": ""Christopher Gates"", ""email"": ""christophergates@buyer.com"", ""phone"": ""2396304712""}]"
property_on_sale_id:67acbd9def14e7015bcdbb11:reservations_seller,67acbd9def14e7015bcdbb11,"[{""buyer_id"": ""67af02b84526b90537d33e3d"", ""full_name"": ""Rachel Coleman"", ""email"": ""rachelcoleman@buyer.com"", ""phone"": ""+1-351-657-7597x94995""}, {""buyer_id"": ""67af02b94526b90537d33fb5"", ""full_name"": ""Chelsea Lewis"", ""email"": ""chelsealewis@buyer.com"", ""phone"": ""722.328.7948x9907""}, {""buyer_id"": ""67af02ba4526b90537d342d9"", ""full_name"": ""Jeremy Williams"", ""email"": ""jeremywilliams@buyer.com"", ""phone"": ""(404)861-6482""}, {""buyer_id"": ""67af02c24526b90537d352f3"", ""full_name"": ""Patty Lee"", ""email"": ""pattylee@buyer.com"", ""phone"": ""001-785-917-9733x345""}, {""buyer_id"": ""67af02c74526b90537d36079"", ""full_name"": ""Ashley Wheeler"", ""email"": ""ashleywheeler@buyer.com"", ""phone"": ""+1-491-811-5723x50771""}, {""buyer_id"": ""67af02c94526b90537d3648e"", ""full_name"": ""Joseph Barber"", ""email"": ""josephbarber@buyer.com"", ""phone"": ""001-734-679-4628""}]"
property_on_sale_id:67acbdccef14e7015bce052e:reservations_seller,67acbdccef14e7015bce052e,"[{""buyer_id"": ""67af02b84526b90537d33e3e"", ""full_name"": ""Kathy Torres"", ""email"": ""kathytorres@buyer.com"", ""phone"": ""(620)429-1685x34162""}, {""buyer_id"": ""67af02ba4526b90537d34368"", ""full_name"": ""Gary Norman"", ""email"": ""garynorman@buyer.com"", ""phone"": ""233-929-1767x0493""}]"
property_on_sale_id:67acbdccef14e7015bce0353:reservations_seller,67acbdccef14e7015bce0353,"[{""buyer_id"": ""67af02b84526b90537d33e3e"", ""full_name"": ""Kathy Torres"", ""email"": ""kathytorres@buyer.com"", ""phone"": ""(620)429-1685x34162""}, {""buyer_id"": ""67af02c44526b90537d359db"", ""full_name"": ""Jon Michael"", ""email"": ""jonmichael@buyer.com"", ""phone"": ""(481)997-5608x02429""}]"
property_on_sale_id:67acbdbeef14e7015bcdedf0:reservations_seller,67acbdbeef14e7015bcdedf0,"[{""buyer_id"": ""67af02b84526b90537d33e3f"", ""full_name"": ""Christy Richardson"", ""email"": ""christyrichardson@buyer.com"", ""phone"": ""+1-458-905-1125x79294""}]"
property_on_sale_id:67acbdbeef14e7015bcdeefb:reservations_seller,67acbdbeef14e7015bcdeefb,"[{""buyer_id"": ""67af02b84526b90537d33e3f"", ""full_name"": ""Christy Richardson"", ""email"": ""christyrichardson@buyer.com"", ""phone"": ""+1-458-905-1125x79294""}, {""buyer_id"": ""67af02c24526b90537d353ff"", ""full_name"": ""Ian Clark"", ""email"": ""ianclark@buyer.com"", ""phone"": ""7202270744""}, {""buyer_id"": ""67af02c54526b90537d35b0a"", ""full_name"": ""Stephanie Douglas"", ""email"": ""stephaniedouglas@buyer.com"", ""phone"": ""(407)338-6757""}, {""buyer_id"": ""67af02c94526b90537d36510"", ""full_name"": ""Melissa Chandler"", ""email"": ""melissachandler@buyer.com"", ""phone"": ""559-924-8529""}]"
property_on_sale_id:67acbd9bef14e7015bcdb903:reservations_seller,67acbd9bef14e7015bcdb903,"[{""buyer_id"": ""67af02b84526b90537d33e40"", ""full_name"": ""Robert Ferguson"", ""email"": ""robertferguson@buyer.com"", ""phone"": ""718-785-9542""}, {""buyer_id"": ""67af02bb4526b90537d34400"", ""full_name"": ""Kelly Matthews"", ""email"": ""kellymatthews@buyer.com"", ""phone"": ""2232402405""}, {""buyer_id"": ""67af02c14526b90537d350d0"", ""full_name"": ""Brittany Ali"", ""email"": ""brittanyali@buyer.com"", ""phone"": ""459.537.6189x194""}, {""buyer_id"": ""67af02c44526b90537d3590e"", ""full_name"": ""David Pruitt"", ""email"": ""davidpruitt@buyer.com"", ""phone"": ""5636895466""}]"
property_on_sale_id:67acbdc0ef14e7015bcdf0ed:reservations_seller,67acbdc0ef14e7015bcdf0ed,"[{""buyer_id"": ""67af02b84526b90537d33e41"", ""full_name"": ""Cynthia Davila"", ""email"": ""cynthiadavila@buyer.com"", ""phone"": ""943.460.9844x3165""}]"
property_on_sale_id:67acbdc0ef14e7015bcdf22b:reservations_seller,67acbdc0ef14e7015bcdf22b,"[{""buyer_id"": ""67af02b84526b90537d33e41"", ""full_name"": ""Cynthia Davila"", ""email"": ""cynthiadavila@buyer.com"", ""phone"": ""943.460.9844x3165""}, {""buyer_id"": ""67af02be4526b90537d34ac9"", ""full_name"": ""Marvin Hicks"", ""email"": ""marvinhicks@buyer.com"", ""phone"": ""001-254-438-9115""}]"
property_on_sale_id:67acbdccef14e7015bce03e0:reservations_seller,67acbdccef14e7015bce03e0,"[{""buyer_id"": ""67af02b84526b90537d33e42"", ""full_name"": ""Samantha Banks"", ""email"": ""samanthabanks@buyer.com"", ""phone"": ""4526212802""}, {""buyer_id"": ""67af02b94526b90537d34073"", ""full_name"": ""Jane Lamb"", ""email"": ""janelamb@buyer.com"", ""phone"": ""6807878421""}, {""buyer_id"": ""67af02bf4526b90537d34d70"", ""full_name"": ""Amy Mcclain"", ""email"": ""amymcclain@buyer.com"", ""phone"": ""942-720-7999x28798""}, {""buyer_id"": ""67af02c24526b90537d353c2"", ""full_name"": ""Sean Dickson"", ""email"": ""seandickson@buyer.com"", ""phone"": ""+1-489-895-0619x31696""}, {""buyer_id"": ""67af02c34526b90537d35756"", ""full_name"": ""Nicholas Hayes"", ""email"": ""nicholashayes@buyer.com"", ""phone"": ""+1-527-982-6065""}]"
property_on_sale_id:67acbdccef14e7015bce0417:reservations_seller,67acbdccef14e7015bce0417,"[{""buyer_id"": ""67af02b84526b90537d33e42"", ""full_name"": ""Samantha Banks"", ""email"": ""samanthabanks@buyer.com"", ""phone"": ""4526212802""}, {""buyer_id"": ""67af02c54526b90537d35ae7"", ""full_name"": ""Rachael Mack"", ""email"": ""rachaelmack@buyer.com"", ""phone"": ""971-690-5711x248""}]"
property_on_sale_id:67acbdccef14e7015bce0413:reservations_seller,67acbdccef14e7015bce0413,"[{""buyer_id"": ""67af02b84526b90537d33e43"", ""full_name"": ""Thomas Wallace"", ""email"": ""thomaswallace@buyer.com"", ""phone"": ""+1-658-492-2879""}, {""buyer_id"": ""67af02c54526b90537d35ae6"", ""full_name"": ""David Mendoza"", ""email"": ""davidmendoza@buyer.com"", ""phone"": ""323.407.1220""}, {""buyer_id"": ""67af02c54526b90537d35bfe"", ""full_name"": ""Louis Lynn"", ""email"": ""louislynn@buyer.com"", ""phone"": ""770-600-6165x4365""}]"
property_on_sale_id:67acbdccef14e7015bce0598:reservations_seller,67acbdccef14e7015bce0598,"[{""buyer_id"": ""67af02b84526b90537d33e43"", ""full_name"": ""Thomas Wallace"", ""email"": ""thomaswallace@buyer.com"", ""phone"": ""+1-658-492-2879""}]"
property_on_sale_id:67acbdccef14e7015bce0496:reservations_seller,67acbdccef14e7015bce0496,"[{""buyer_id"": ""67af02b84526b90537d33e43"", ""full_name"": ""Thomas Wallace"", ""email"": ""thomaswallace@buyer.com"", ""phone"": ""+1-658-492-2879""}, {""buyer_id"": ""67af02c14526b90537d3512d"", ""full_name"": ""Tammy Jones"", ""email"": ""tammyjones@buyer.com"", ""phone"": ""(241)783-3763""}]"
property_on_sale_id:67acbd9bef14e7015bcdb89f:reservations_seller,67acbd9bef14e7015bcdb89f,"[{""buyer_id"": ""67af02b84526b90537d33e44"", ""full_name"": ""Troy Wilson"", ""email"": ""troywilson@buyer.com"", ""phone"": ""001-720-925-0622x687""}, {""buyer_id"": ""67af02ba4526b90537d341f3"", ""full_name"": ""Hector Espinoza"", ""email"": ""hectorespinoza@buyer.com"", ""phone"": ""+1-552-978-4695""}, {""buyer_id"": ""67af02bc4526b90537d346bd"", ""full_name"": ""Anna Rodgers"", ""email"": ""annarodgers@buyer.com"", ""phone"": ""+1-443-377-0945x342""}, {""buyer_id"": ""67af02bc4526b90537d347d6"", ""full_name"": ""Natalie Stewart"", ""email"": ""nataliestewart@buyer.com"", ""phone"": ""(544)282-4331x560""}, {""buyer_id"": ""67af02c64526b90537d35d6a"", ""full_name"": ""Zachary Steele"", ""email"": ""zacharysteele@buyer.com"", ""phone"": ""001-725-347-6406x85023""}, {""buyer_id"": ""67af02c84526b90537d361d5"", ""full_name"": ""Matthew Thomas"", ""email"": ""matthewthomas@buyer.com"", ""phone"": ""637.254.6659""}]"
property_on_sale_id:67acbd9aef14e7015bcdb6e9:reservations_seller,67acbd9aef14e7015bcdb6e9,"[{""buyer_id"": ""67af02b84526b90537d33e44"", ""full_name"": ""Troy Wilson"", ""email"": ""troywilson@buyer.com"", ""phone"": ""001-720-925-0622x687""}, {""buyer_id"": ""67af02b94526b90537d34146"", ""full_name"": ""Scott Wells"", ""email"": ""scottwells@buyer.com"", ""phone"": ""8492890089""}, {""buyer_id"": ""67af02c44526b90537d35792"", ""full_name"": ""Allen Silva"", ""email"": ""allensilva@buyer.com"", ""phone"": ""417.592.6999x5038""}, {""buyer_id"": ""67af02c44526b90537d358dd"", ""full_name"": ""Micheal Wallace"", ""email"": ""michealwallace@buyer.com"", ""phone"": ""728-995-6138""}]"
property_on_sale_id:67acbdbcef14e7015bcdeaf1:reservations_seller,67acbdbcef14e7015bcdeaf1,"[{""buyer_id"": ""67af02b84526b90537d33e45"", ""full_name"": ""Carlos Johnson"", ""email"": ""carlosjohnson@buyer.com"", ""phone"": ""+1-485-775-8248""}, {""buyer_id"": ""67af02c44526b90537d35801"", ""full_name"": ""Christopher Moore"", ""email"": ""christophermoore@buyer.com"", ""phone"": ""(444)937-3399x82966""}]"
property_on_sale_id:67acbdbbef14e7015bcde7c8:reservations_seller,67acbdbbef14e7015bcde7c8,"[{""buyer_id"": ""67af02b84526b90537d33e45"", ""full_name"": ""Carlos Johnson"", ""email"": ""carlosjohnson@buyer.com"", ""phone"": ""+1-485-775-8248""}]"
property_on_sale_id:67acbdbdef14e7015bcded27:reservations_seller,67acbdbdef14e7015bcded27,"[{""buyer_id"": ""67af02b84526b90537d33e46"", ""full_name"": ""Hayden Wagner"", ""email"": ""haydenwagner@buyer.com"", ""phone"": ""+1-488-392-7162""}, {""buyer_id"": ""67af02bd4526b90537d34824"", ""full_name"": ""James Valdez"", ""email"": ""jamesvaldez@buyer.com"", ""phone"": ""+1-686-900-7515x1424""}]"
property_on_sale_id:67acbdbeef14e7015bcdef17:reservations_seller,67acbdbeef14e7015bcdef17,"[{""buyer_id"": ""67af02b84526b90537d33e46"", ""full_name"": ""Hayden Wagner"", ""email"": ""haydenwagner@buyer.com"", ""phone"": ""+1-488-392-7162""}, {""buyer_id"": ""67af02c54526b90537d35add"", ""full_name"": ""Sara Scott"", ""email"": ""sarascott@buyer.com"", ""phone"": ""001-765-668-4808x72001""}]"
property_on_sale_id:67acbdcdef14e7015bce06a9:reservations_seller,67acbdcdef14e7015bce06a9,"[{""buyer_id"": ""67af02b84526b90537d33e47"", ""full_name"": ""John Holden"", ""email"": ""johnholden@buyer.com"", ""phone"": ""4762379424""}, {""buyer_id"": ""67af02ba4526b90537d3434f"", ""full_name"": ""Christopher Barry"", ""email"": ""christopherbarry@buyer.com"", ""phone"": ""6909753532""}, {""buyer_id"": ""67af02bb4526b90537d34549"", ""full_name"": ""Eric Smith"", ""email"": ""ericsmith@buyer.com"", ""phone"": ""(683)871-0940""}, {""buyer_id"": ""67af02c84526b90537d362cd"", ""full_name"": ""Christina Buckley"", ""email"": ""christinabuckley@buyer.com"", ""phone"": ""(540)234-3041""}]"
property_on_sale_id:67acbdabef14e7015bcdd015:reservations_seller,67acbdabef14e7015bcdd015,"[{""buyer_id"": ""67af02b84526b90537d33e48"", ""full_name"": ""Melissa Good"", ""email"": ""melissagood@buyer.com"", ""phone"": ""704.589.2073x1161""}, {""buyer_id"": ""67af02c04526b90537d3506a"", ""full_name"": ""William Shields"", ""email"": ""williamshields@buyer.com"", ""phone"": ""634-417-3152""}, {""buyer_id"": ""67af02c64526b90537d35e33"", ""full_name"": ""Lynn Little"", ""email"": ""lynnlittle@buyer.com"", ""phone"": ""(767)350-2823""}]"
property_on_sale_id:67acbdaaef14e7015bcdce42:reservations_seller,67acbdaaef14e7015bcdce42,"[{""buyer_id"": ""67af02b84526b90537d33e48"", ""full_name"": ""Melissa Good"", ""email"": ""melissagood@buyer.com"", ""phone"": ""704.589.2073x1161""}, {""buyer_id"": ""67af02b94526b90537d34010"", ""full_name"": ""Bianca Skinner"", ""email"": ""biancaskinner@buyer.com"", ""phone"": ""001-860-450-2917x350""}, {""buyer_id"": ""67af02bc4526b90537d34726"", ""full_name"": ""Heather Miller"", ""email"": ""heathermiller@buyer.com"", ""phone"": ""250-519-6696x709""}, {""buyer_id"": ""67af02bc4526b90537d3475a"", ""full_name"": ""Stephanie Crawford"", ""email"": ""stephaniecrawford@buyer.com"", ""phone"": ""001-618-968-1292""}, {""buyer_id"": ""67af02bf4526b90537d34d60"", ""full_name"": ""Danny Chen"", ""email"": ""dannychen@buyer.com"", ""phone"": ""353.353.2541""}]"
